songs_id,title,artist_name,year,tracks_id,title,year,episode,song,artists
590234,too little too late (live 3/11/04 dallas),barenaked ladies,0,270943,the surreal life,2003.0,,too little too late,steven page+ed robertson+barenaked ladies
745750,i don't care anymore ( lp version ),phil collins,0,575882,phil collins: live at perkins palace,1983.0,,i dont care anymore,phil collins
766248,where did our love go,the supremes,1964,231528,tv land confidential,2005.0,music (#2.6),where did our love go,lamont dozier+brian holland+eddie holland+the supremes
389190,l-o-v-e,joss stone,2007,82676,enie backt,2012.0,verliebt  verlobt  verheiratet (#4.6),l-o-v-e,joss stone
890181,uptight (everything's alright),stevie wonder,0,277164,the tonight show with jay leno,1992.0,(#19.117),uptight (everythings alright),stevie wonder+sylvia moy+henry cosby+the tonight show band
358643,i melt with you (album version),jason mraz,0,330170,50 first dates,2004.0,,i melt with you,robbie grey+stephen walker+mick conroy+gary mcdowell+richard ian brown+jason mraz
698232,light of a clear blue morning,dolly parton,1977,692658,the year dolly parton was my mom,2011.0,,light of a clear blue morning,dolly parton+the wailin jennys
474424,stars and stripes forever,john mceuen,0,141712,los nuevos y clásicos bloopers,2004.0,los nuevos y clásicos bloopers - parte 7 (#1.7),the stars and stripes forever,john philip sousa
535486,three little birds,sean paul / ziggy marley,2004,74909,dora the explorer,2000.0,world adventure,three little birds,ziggy marley
731576,life is but a dream,the harptones,1990,455797,goodfellas,1990.0,,life is but a dream,raul cita+hy weiss+the harptones
654309,you & me & the bottle makes 3 tonight (baby),big bad voodoo daddy,1996,637297,swingers,1996.0,,you & me & the bottle makes 3 tonight (baby),big bad voodoo daddy+scott morris
388259,retreat to nowhere,napalm death,1988,152521,metal evolution,2011.0,extreme metal (#1.12),retreat to nowhere,napalm death
623720,still take you home,arctic monkeys,2004,193083,reading and leeds festival,2009.0,arctic monkeys (#1.5),still take you home,arctic monkeys
949414,you're the one that i want,john travolta / olivia newton-john,1978,22355,banda sonora,2007.0,(#6.4),youre the one that i want,john farrar+john travolta+olivia newton-john
958835,straighten up and fly right (digitally remastered original),nat king cole trio,0,41647,canadian idol,2003.0,top 4 performances (#2.28),straighten up and fly right,nat king cole+irving mills+jacob hoggard
282489,camino de vuelta,ana belén,1991,313809,viva el espectáculo,1990.0,(#2.14),camino de vuelta,pancho varona+gloria varona+antonio garcía de diego+ana belén
702210,love is all around (the mary tyler moor show theme),sonny curtis,0,149376,mary tyler moore,1970.0,feeb (#2.16),love is all around,sonny curtis
493834,chasing sheep is best left to shepherds,michael nyman,1989,533557,marguerite,2015.0,,chasing sheep is best left to shepherds,michael nyman
843044,release it (instrumental),afro celt sound system,1999,601766,sacred planet,2004.0,,release it (instrumental),simon emmerson+james mcnally+iarla olionaird+afro celt sound system
773531,do you feel my love,eddy grant,1981,301334,top of the pops,1964.0,(1980-11-20),do you feel my love?,eddy grant
709471,machine gun,portishead,2007,216820,so you think you can dance,2005.0,the top eight perform (#6.21),machine gun,portishead
642478,i need to know,marc anthony,1999,278209,the tonight show with jay leno,1992.0,(#20.145),i need to know,marc anthony+cory rooney+the tonight show band
773019,thank you for being a friend,andrew gold,1978,246357,the golden girls,1985.0,dancing in the dark (#5.6),thank you for being a friend,andrew gold+cynthia fee
951906,fame 09,naturi naughton,0,436255,fame,2009.0,,fame,michael gore+dean pitchford+naturi naughton
505576,marmor_ stein und eisen bricht - exklusive neuaufnahme,drafi deutscher,0,698399,tod den hippies!! es lebe der punk!,2015.0,,marmor  stein und eisen bricht,drafi deutscher
843849,ti offro da bere,gianni morandi,0,339206,achtung  fertig  charlie!,2003.0,,ti offro da bere,gianni morandi
783441,the three bells (les trois cloches) (digitally remastered),the browns,0,270032,the sopranos,1999.0,mr. & mrs. john sacrimoni request (#6.5),the three bells (les trois cloches),jean villard+the browns
390091,versteht ihr was von vögeln?,funny van dannen,1997,319537,willkommen Österreich,2007.0,(#1.68),versteht ihr was von vögeln?,funny van dannen
493770,addicted to love,robert palmer,1985,58471,dancing with the stars,2005.0,round 1: part 1 (#8.1),addicted to love,robert palmer
405390,california,phantom planet,2001,87960,fastlane,2002.0,mighty blue (#1.8),california,phantom planet
823281,gravity,john mayer trio,2005,644452,the 48th annual grammy awards,2006.0,,gravity,john mayer
925945,ride,cary brothers,2006,173019,one tree hill,2003.0,hundred (#5.12),ride,cary brothers  with jason kanakis
193991,only love will hold fast,charlie peacock,1988,87116,fame,1982.0,hold that baby (#6.6),only love will hold fast,charlie deacock+carrie hamilton+nia peeples+loretta chandler+elisa heinsohn
493541,anamaria,montefiori cocktail,1997,463643,happy accidents,2000.0,,anamaria,francesco montefiori+federico montefiori+montefiori cocktail
549906,2001: a space odyssey - blue danube waltz,strauss,0,636464,sweet 15,1990.0,,blue danube waltz,johann strauss
673249,i predict a riot,kaiser chiefs,2004,193158,reading and leeds festival,2009.0,kaiser chiefs (#1.2),i predict a riot,kaiser chiefs
614965,backwell,beak>,0,170384,off the air,2011.0,hair (#4.1),backwell,beak>
922405,the time is now (live at brixton),moloko,2006,303247,top of the pops,1964.0,(2000-04-07),the time is now,moloko
259098,merry happy / little red,kate nash,2007,188399,privileged,2008.0,pilot (#1.1),merry happy,kate nash
319897,growing pains,la roux,2009,154605,misfits,2009.0,(#1.3),growing pains,elly jackson+ben langmaid+jeff patterson+la roux
951505,hippy hippy shake,the swinging blue jeans,1963,107581,heartbeat,1992.0,fruits of the earth (#1.2),hippy hippy shake,the swinging blue jeans+chan romero
686063,hand in my pocket (album version),alanis morissette,1996,342271,alanis morissette: jagged little pill - live,1997.0,,hand in my pocket,alanis morissette  / glen ballard+alanis morissette
617442,higher love,steve clark,0,57111,dancing on ice,2006.0,(#5.12),higher love,steve winwood+will jennings
581585,heart like a wheel (album version),kate & anna mcgarrigle,1975,694438,this beat goes on: canadian pop music in the 1970s,2009.0,,heart like a wheel,anna mcgarrigle+kate mcgarrigle
926667,i know where it's at (nu birth riddum dub),all saints,1998,140151,live from studio five,2009.0,(#1.114),i know where its at,all saints
381809,it takes two,rob base & dj ez rock,1988,680734,the real cancun,2003.0,,it takes two,james brown+robert ginyard+rob base+dj ez rock
277514,el tiempo en las bastillas,fernando ubiergo,0,141526,los 80,2008.0,no hay nada como el hogar (#5.5),el tiempo en las bastillas,fernando ubiergo+camila moreno
862461,hello_ dolly!,jerry herman,0,180664,pero ¿esto qué es?,1989.0,(1989-07-07),hello  dolly!,jerry herman+nacho dogan
518830,crack the shutters,snow patrol,2008,129723,klinik am alex,2009.0,,crack the shutters,snow patrol
533786,perra enamorada,monica naranjo,2000,448299,gala fao 2000,2000.0,,perra enamorada,mogol+lucio battisti+mónica naranjo
698463,dexter main title,rolfe kent,2007,69604,dexter,2006.0,if i had a hammer (#4.6),dexter main title,rolfe kent
868138,another brick in the wall (part 2) (live),pink floyd,0,583678,professor norman cornett,2009.0,,another brick in the wall (part two),roger waters+pink floyd
277514,el tiempo en las bastillas,fernando ubiergo,0,141563,los 80,2008.0,vista perfecta (#1.5),el tiempo en las bastillas,fernando ubiergo+difuntos correa
829280,you are the sunshine of my life,stevie wonder,1972,349815,angelina ballerina: mousical medleys,2013.0,,you are the sunshine of my life,stevie wonder
738415,sexyback,justin timberlake featuring timbaland,2006,596436,robin hood und ich,2013.0,,sexyback,justin timberlake
775567,the story of the impossible,peter poehl,2006,505411,larnacoeur,2010.0,,the story of the impossible,peter von poehl
534729,don't lose my number  (lp version),phil collins,1985,277195,the tonight show with jay leno,1992.0,(#19.123),dont lose my number,phil collins+the tonight show band
811061,someday,michael learns to rock,1995,633285,subrosa,2000.0,,someday,jascha richter+michael learns to rock
12256,vivimos siempre juntos,nacho cano,1996,714810,vivimos siempre juntos,2006.0,,vivimos siempre juntos,nacho cano+mercedes ferrer
961424,lies,shed seven,1996,633079,stuffed,1997.0,,lies (live),paul banks+tom gladwin+alan leach+rick witter+shed seven
872858,people of the sun,rage against the machine,1994,731565,zapatista,1999.0,,people of the sun,rage against the machine
940419,panama (live version),van halen,0,196717,rock legends,2013.0,van halen (#4.13),panama,van halen
797053,you are the best thing,ray lamontagne,2008,201821,saturday night live,1975.0,dwayne johnson/ray lamontagne (#34.17),you are the best thing,ray lamontagne
797392,lawless avenues  (lp version),jackson browne,1986,196208,roadies,2016.0,carpet season (#1.7),lawless avenues,jackson browne
501693,misery loves company,porter wagoner,1962,567151,opry video classics: honky-tonk heroes,2007.0,,misery loves company,jerry reed+porter wagoner
744224,little bitty pretty one,thurston harris,1987,641166,telling lies in america,1997.0,,little bitty pretty one,thurston harris+bobby day
154845,murder on the dancefloor,sophie ellis-bextor,2000,417653,dog gone love,2004.0,,murder on the dancefloor,gregg alexander+sophie ellis-bextor
678852,ball and chain,janis joplin,1972,21909,banda sonora,2007.0,(#1.6),ball and chain,willie mae thornton+janis joplin
832232,you ain't just whistlin' dixie,bellamy brothers,0,442710,for their own good,1993.0,,you aint just whistlin dixie,david bellamy+bellamy brothers
476368,i want to take you higher,sly & the family stone,1969,349877,angels die hard,1970.0,,i want to take you higher,sylvanus+sly stone
10591,dance with my father,luther vandross,2003,118304,idols,2002.0,top 24: group 1 (#3.5),dance with my father,luther vandross+richard marx+pume zondi
56996,unchained melody (a capella version),the fleetwoods,1993,505532,lavenir,2016.0,,unchained melody,alex north+lyrics by hy zaret+the fleetwoods
398476,the love you save [may be your own] (album version),joe tex,0,409052,death proof,2007.0,,the love you save (may be your own),joe tex
565384,hands playing buttefly,efterklang,2007,316174,waterloo road,2006.0,spirit child (#8.2),hands playing butterfly,efterklang
278288,no one has ever looked so dead,the organ,2002,614427,siblings,2004.0,,no one has ever looked so dead,k. ritchie+s.stocks+g. smyth+d. cohen+s. efron+the organ
520533,stoopid ass,grand theft audio,2000,422905,dude  wheres my car?,2000.0,,stoopid ass,ralph jezzard+james butler+richard battersby+grand theft audio
519280,secret garden,bruce springsteen,1995,709605,uno sguardo sullaltro mondo,2011.0,,secret garden,bruce springsteen
401496,pennies from heaven,bing crosby,1936,574322,pepe,1960.0,,pennies from heaven,arthur johnston+lyrics by johnny burke+bing crosby
557310,the best of times,jerry herman,1986,644258,the 40th annual tony awards,1986.0,,the best of times,jerry herman+bea arthur+nell carter+sandy duncan+karen morrow+juliet prowse+lee roy reams+ann reinking+rex smith
893205,speakeasy,shed seven,1994,561,120 minutes,1990.0,(1994-06-25),speakeasy (live),shed seven
738304,izabella,jimi hendrix,1971,492092,jimi hendrix: the dick cavett show,2002.0,,izabella,jimi hendrix
797733,maybe,ink spots,0,283960,the walking dead,2010.0,the grove (#4.14),maybe,allan flynn+frank madden+the ink spots
870093,$100 dollar bill y'all (explicit),ice cube,0,343504,all about the benjamins,2002.0,,$100 bill yall,rockwilder+ice cube
958270,love is strange,mickey & sylvia,1957,285217,the wire,2002.0,the detail (#1.2),love is strange,sylvia robinson+mickey baker+mickey+sylvia
852704,i don't know why,shawn colvin,1992,393938,clockwork mice,1995.0,,i dont know why,shawn colvin
731338,here comes santa claus,gene autry,1947,356036,axe massacre,2008.0,,here comes santa claus,gene autry+oakley haldeman+bing crosby
326167,bailar pegados,sergio dalma,2002,54580,còmics,2015.0,cabaret (#2.4),bailar pegados,luis gómez escolar+julio seijas+sergio dalma
631380,everyday i love you less and less,kaiser chiefs,2005,408787,dear deidre,2007.0,,everyday i love you less & less,ricky wilson+andrew white+simon rix+nick baines+nick hodgson+kaiser chiefs
273298,thank you (falettinme be mice elf agin),sly & the family stone,1969,135470,late show with david letterman,1993.0,(#18.161),thank you (falettinme be mice elf agin),sly stone+the cbs orchestra
937077,i believe,blessid union of souls,1995,47463,cold case,2003.0,hitchhiker (#1.10),i believe,blessid union of souls
862967,main title,the boston pops orchestra / john williams,0,199145,rude tube,2008.0,world wide weird (#8.6),jaws: main title,john williams
143962,la donna è mobile,juan diego flórez / orchestra sinfonica di milano giuseppe verdi / carlo rizzi,0,440519,fits & starts,2002.0,,la donna è mobile,giuseppe verdi
637289,jackie wilson said (i'm in heaven when you smile),van morrison,1972,586867,queens logic,1991.0,,jackie wilson said (im in heaven when you smile),van morrison
419152,maria mae,dave eggar,2005,336779,a walk to beautiful,2007.0,,maria mae,dave eggar+left of blue+michael paris+david schommer+davi vieira
270399,tenia tanto que darte,nena daconte,2008,80395,el club,2004.0,(#5.21),tenía tanto que darte,mai meneses+kim fanlo+francisco j. urchegui+nena daconte
953633,À espera de godot,delfins,0,66657,deixa-me amar,2007.0,(#1.248),À espera de godot,delfins
703753,you are my sunshine,jimmie davis,1940,678834,the pledge,2001.0,,you are my sunshine,jimmie davis+charles mitchell+pauline roberts
860857,fragile,sting,1987,505313,lanniversaire,2005.0,,fragile,sting
877186,black or white (the clivilles & cole    radio mix),michael jackson,0,1761,20 to 1,2005.0,sizzling superstars (#8.15),black or white,michael jackson
253364,when the moon comes over the mountain,kate smith,1999,722225,whens your birthday?,1937.0,,when the moon comes over the mountain,kate smith+howard johnson+harry m. woods
636577,rock this town,brian setzer orchestra,1998,59132,dancing with the stars,2005.0,switch-up (#19.7),rock this town,brian setzer+joey fatone
920063,superman,lazlo bane,2000,205303,scrubs,2001.0,my own personal jesus (#1.11),superman,lazlo bane
510266,ain't no sunshine,bill withers,1971,395550,colonia,2015.0,,aint no sunshine,bill withers
819217,this charming man,the smiths,1983,321395,world championship snooker,1973.0,2016: day 6  part 1 (#44.31),this charming man,morrissey+johnny marr+the smiths
304289,pata pata (album version),miriam makeba,1967,465786,hazel,2012.0,,pata pata,miriam makeba
946364,the bottle,gil scott-heron,1974,552904,narc,2005.0,,the bottle,gil scott-heron
754254,star trek: first contact- end title,jerry goldsmith,0,225375,stargate sg-1,1997.0,reckoning: part 1 (#8.16),end title,joel goldsmith
645796,on standby,shed seven,1996,612127,shed seven at the forum,1996.0,,on standby,paul banks+tom gladwin+alan leach+rick witter+shed seven
12692,say hey (i love you),michael franti & spearhead / cherine anderson,2009,57914,dancing with the stars,2004.0,2010 semi-final (#10.9),say hey (i love you),michael franti+carl young
142027,boogie wonderland,earth_ wind & fire with the emotions,1987,215699,so you think you can dance australia,2008.0,top 18 perform (#1.8),boogie wonderland,jon lind+allee willis+earth wind+fire+the emotions
19474,opus no. 13,dustin o'halloran,2004,376318,bresson & adeline,2008.0,,opus 13,dustin ohalloran
946015,number one,john legend,2005,493134,john legend: live from philadelphia,2008.0,,number one,john legend
929345,found a way,drake bell,2005,488141,its only time: bonus dvd,2006.0,,i found a way,drake bell
958869,why do fools fall in love,frankie lymon and the teenagers,1956,346532,american graffiti,1973.0,,why do fools fall in love,frankie lymon+morris levy
798703,why do fools fall in love,frankie lymon & the teenagers_ lymon_ levy,1988,346532,american graffiti,1973.0,,why do fools fall in love,frankie lymon+morris levy
369339,i want to love you in my room,irving,2005,373762,boot camp,2008.0,,i want to love you in my room,irving
386549,amando locamente,monica naranjo,2000,395291,colección privada - tour minage,2005.0,,amando locamente,l. cantini+l. lópez+p. casella+mónica naranjo
738415,sexyback,justin timberlake featuring timbaland,2006,323146,yu-gi-oh! the abridged series,2006.0,the incredible hobson (#3.3),sexyback,justin timberlake+tim mosley+nate hills
918952,gopher mambo,yma sumac,1996,146278,mad men,2007.0,nixon vs. kennedy (#1.12),gopher mambo,billy may+conrad gozzo+yma sumac
794244,is she really going out with him?,joe jackson,1978,182231,playing the field,1998.0,(#4.4),is she really going out with him?,joe jackson
690454,you're gonna miss me - live,the 13th floor elevators,0,469955,high fidelity,2000.0,,youre gonna miss me,roky erickson+13th floor elevators+arrangement with celebrity licensing inc.
312308,get your gunn,marilyn manson,0,197089,rockpalast,1974.0,marilyn manson - 11. bizarre festival köln 1997,get your gunn,marilyn manson
817204,animals have personality,charlotte diamond,0,720913,what a day!,1993.0,,animals have personality,charlotte diamond
714828,mashed potato time,dee dee sharp,1962,171832,one hit wonderland,2012.0,monster mash (#1.9),mashed potato time,william garrett+robert bateman+georgia dobbins+brian holland+freddie gorman+dee dee sharp
477643,only the good die young (1998 digital remaster),iron maiden,1988,153040,miami vice,1984.0,line of fire (#5.6),only the good die young,steve harris+bruce dickinson+iron maiden
379152,geek stink breath (album version),green day,2001,203042,saturday night live,1975.0,roseanne/green day (#20.7),geek stink breath,green day
412703,self control,laura branigan,1984,104309,guapas,2014.0,algo que esconder (#1.20),self control,giancarlo bigazzi+steve piccolo+raffaele riefoli+laura branigan
786422,thats all right,arthur big boy crudup,0,363785,behind enemy lines,2001.0,,thats all right,arthur crudup+orion
498661,will you miss me when i'm gone?,june carter cash,2003,30753,big love,2006.0,robertas funeral (#1.6),will you miss me when im gone?,a.p. carter+june carter cash
337057,dancing in the city,marshall hain,1990,299790,top of the pops,1964.0,(1978-06-22),dancing in the city,julian marshall+kit hain
711699,stay golden,au revoir simone,2005,182054,planet money makes a t-shirt,2013.0,boxes (#1.4),stay golden,au revoir simone
295704,la bomba,ricky martin,1998,88830,festival internacional de la canción de viña del mar,1963.0,viña 2014: noche 1,la bomba,ricky martin
461742,help me make it through the night,kris kristofferson,1970,475753,house of boys,2009.0,,help me make it through the night,kris kristofferson+romy haag
929345,found a way,drake bell,2005,76468,drake & josh,2004.0,whos got game? (#4.5),i found a way (instrumental),drake bell+michael corcoran
761943,daydream believer (album version),john stewart,0,98449,glee,2009.0,dream on (#1.19),daydream believer,john stewart+neil patrick harris+molly mccook
410811,bong toke,kottonmouth kings,2006,434047,evil bong,2006.0,,bong toke,brad xavier+dustin miller+timothy mcnutt+mike kumagai+kottonmouth kings
755907,clandestino,manu chao,1998,413671,diaz - dont clean up this blood,2012.0,,clandestino,manu chao
808382,eureka!,the backyardigans,2006,236780,the backyardigans,2004.0,eureka! (#1.16),eureka!,the backyardigans
156488,c'est si bon,yves montand,1992,44196,champs-elysées,1982.0,(1989-06-17),cest si bon,henri betti+yves montand
674199,you dream flat tires,joni mitchell,1982,446575,from time to time,2004.0,,you dream flat tires,joni mitchell
822011,everlong,foo fighters,1992,198104,roswell,1999.0,tess  lies and videotape (#1.18),everlong,foo fighters
651540,the james bond theme,neil norman and his cosmic orchestra,0,433942,everything or nothing,2012.0,,james bond theme,monty norman
712508,be my baby,vanessa paradis,1992,105277,ha-shminiya,2005.0,ha-mishpat: part 2 (#2.2),be my baby,gerry deveaux+lenny kravitz+vanessa paradis
814765,unfinished sympathy,massive attack,1991,287559,the x factor,2004.0,judges houses 2 (#2.10),unfinished sympathy,grant marshall+andrew vowles+robert del naja+jonathan sharp+shara nelson+massive attack
883472,all right now,free,0,99786,going straight,1978.0,going sour (#1.3),all right now,free
398561,he'll never love you (like i do) (2007 digital remaster),freddie jackson,2007,22620,bandstand,1952.0,(#29.21),hell never love you (like i do),keith diamond+barry eastmond+freddie jackson
574912,head over feet (live/unplugged version),alanis morissette,0,342272,alanis morissette: jagged little pill - live,1997.0,,head over feet,alanis morissette  / glen ballard+alanis morissette
571692,radar love,golden earring,1973,133928,land van lubbers,2016.0,autoloze zondagen (#1.1),radar love,barry hay+george kooymans+golden earring
939856,cowboys and clowns,ronnie milsap,1989,378216,bronco billy,1980.0,,cowboys and clowns,steve dorff+gary harju+larry herbstritt+snuff garrett+ronnie milsap
951557,lille (live),lisa hannigan,2009,538649,mercury prize 2009,2009.0,,lille,lisa hannigan
249483,what my heart wants to say,gareth gates,2002,303771,top of the pops,1964.0,(2002-12-20),what my heart wants to say,jörgen elofsson+per magnusson+david kreuger+gareth gates
692861,sha la la (hier est près de moi),claude françois,2001,393425,claude françois - le film de sa vie,1979.0,,sha la la (hier est près de moi)(yesterday once more)),richard carpenter+eddy marnay+claude françois
958532,the heart of rock and roll (24-bit digitally remastered 99),huey lewis and the news,1983,635782,surviving,1985.0,,the heart of rock n roll,huey lewis+johnny colla+the news
454565,don't believe in love,dido,2008,5525,90210,2008.0,theyre playing her song (#3.9),dont believe in love,dido
525153,shine on you crazy diamond (live in gdansk),david gilmour,0,105365,ha-shminiya,2005.0,the creation (#3.24),shine on you crazy diamond,david gilmour+roger waters+richard wright+pink floyd
604326,i'm getting ready,ann nesby,0,659630,the fighting temptations,2003.0,,im getting ready,shirley caesar+ann nesby
543577,phantom of the opera (live) (1998 digital remaster),iron maiden,1985,152713,metal evolution,2011.0,thrash (#1.6),phantom of the opera,iron maiden
563319,a swingin safari,bert kaempfert and his orchestra,2003,254381,the match game,1962.0,(#1.153),a swingin safari (the theme of the match game),bert kaempfert
811791,deerslayer,black math horseman,2009,402022,curfew,2012.0,,deerslayer,sera timms+ian barry+bryan tulao+sasha popovic+black math horseman
333557,i put a spell on you,screamin jay hawkins,1956,594463,riders,2002.0,,i put a spell on you,screamin jay hawkins+marilyn manson
912508,block of ice,the oh sees,0,438465,fever night aka band of satanic outsiders,2009.0,,block of ice,thee oh sees
898924,moving on up,m people,1993,701699,trance,2013.0,,moving on up,m people+mike pickering+paul heard
223590,funny ways,gentle giant,1970,448074,gg at the gg,2006.0,,funny ways,gentle giant
415088,triste y vacia,willie colon/hector lavoe,1993,713785,vigilante,1983.0,,triste y vacia,hector lavoe
799370,don't leave me,harry nilsson,1989,423590,dusty and sweets mcgee,1971.0,,dont leave me baby,harry nilsson
509213,loaded,primal scream,1990,470961,history of the euros,2016.0,,loaded,bobby gillespie+andrew innes+robert young+primal scream
155883,anyone who knows what love is (will understand),irma thomas,1964,43308,casual,2015.0,animals (#1.3),anyone who knows what love is (will understand),irma thomas
930270,smoke on the water (live - us b-side edit) (2010 digital remaster),deep purple,0,230005,supernatural,2005.0,no exit (#2.6),smoke on the water,ritchie blackmore+ian gillan+roger glover+jon lord+ian paice+deep purple
744224,little bitty pretty one,thurston harris,1987,543835,mondo trasho,1969.0,,little bitty pretty one,bobby day+thurston harris
287186,the carousel waltz,richard rodgers,0,20975,bbc proms,2010.0,prom 49: a celebration of rodgers and hammerstein (#1.20),carousel waltz,richard rodgers+julian ovenden+sierra boggess+the john wilson orchestra
612317,i am loco (album version),ill nino,0,39574,csi: miami,2002.0,evidence of things unseen (#1.16),i am loco,ill nino
363082,backyard betty,spank rock,2006,528942,madden nfl 2007,2006.0,,backyard betty,spank rock
784641,things can only get better,howard jones,0,166334,new tricks,2003.0,things can only get better (#10.7),things can only get better,howard jones
846353,i will not forget you,sarah mclachlan,1991,604015,sarah mclachlan: mirrorball,1999.0,,i will not forget you,sarah mclachlan   / darren phillips+sarah mclachlan
683067,just dance,lady gaga / colby o'donis,2008,167672,no disparen al pianista,2007.0,(#2.3),just dance,lady gaga
79687,days of wine and roses,henry mancini,1988,493519,johnny mercer: the dreams on me,2009.0,,days of wine and roses,henry mancini+andy williams
932168,a fool in love - original,ike and tina turner,1992,11838,american idol: the search for a superstar,2002.0,pride goeth before the fro (#1.12),a fool in love,ike turner+tamyra gray
940194,this is the new shit (album version),marilyn manson,0,39412,csi: crime scene investigation,2000.0,suckers (#4.13),this is the new shit,marilyn manson+john 5
889049,music for 18 musicians: section iiia,reich_ steve,1997,417629,dog food,2014.0,,music for 18 musicians: section x,steve reich
375401,she's so high (single version),blur,0,372325,blur: starshaped,1993.0,,shes so high,blur
58796,canción para mañana,los bunkers,0,523039,los bunkers: un documental by sonar,2011.0,,canción para mañana,francisco durán+mauricio durán+los bunkers
739,greedy,inara george,2005,103847,greys anatomy,2005.0,where the boys are (#3.7),greedy,inara george
907160,it's gonna take time,embrace,0,182295,playing the field,1998.0,(#5.5),its gonna take time,embrace
439102,wedding bell blues,laura nyro,1967,546278,movin,1970.0,,wedding bell blues,laura nyro+liza minnelli+the bojangles
